term_original,best_domain,top_score,second_score,margin,cluster_id,cluster_confidence,cluster_label
went to town,social_connection,0.47553712,0.41751775,0.05801937,-1,0.0,noise
parents gone,social_connection,0.471726,0.41389385,0.05783215,-1,0.0,noise
coffee with friends,social_connection,0.49950838,0.44190705,0.057601333,-1,0.0,noise
went to zoo,social_connection,0.4551698,0.39782965,0.057340145,-1,0.0,noise
stood up,social_connection,0.46146524,0.40422377,0.05724147,-1,0.0,noise
went to bar,social_connection,0.4869433,0.42987737,0.057065934,-1,0.0,noise
Beer fest,social_connection,0.45341384,0.3967475,0.056666344,-1,0.0,noise
friend with problem,social_connection,0.49778122,0.44134215,0.056439072,-1,0.0,noise
joinery,social_connection,0.4797969,0.42406732,0.055729568,-1,0.0,noise
stayed indoors,social_connection,0.4830873,0.4276802,0.055407107,-1,0.0,noise
last day with dad home,social_connection,0.45114207,0.39576906,0.055373013,-1,0.0,noise
with loved one,social_connection,0.47794598,0.42278412,0.055161864,-1,0.0,noise
In town,social_connection,0.4812849,0.42676175,0.05452314,-1,0.0,noise
Date Night In,social_connection,0.48836303,0.43407348,0.05428955,-1,0.0,noise
At Mom and Dad's,social_connection,0.500321,0.44645065,0.05387032,-1,0.0,noise
went to the zoo,social_connection,0.4529773,0.39912903,0.053848267,-1,0.0,noise
housemates,social_connection,0.52339816,0.46973604,0.05366212,-1,0.0,noise
Afternoon in with son,social_connection,0.47445482,0.42111754,0.053337276,-1,0.0,noise
alone lots,social_connection,0.45460936,0.40165442,0.052954942,-1,0.0,noise
went to a concert,social_connection,0.45405152,0.40111077,0.052940756,-1,0.0,noise
home-alone,social_connection,0.57489157,0.5219847,0.05290687,-1,0.0,noise
lived,social_connection,0.4626122,0.41042417,0.05218804,-1,0.0,noise
family bullshit,social_connection,0.46296328,0.41116136,0.05180192,-1,0.0,noise
went to theatre,social_connection,0.45060903,0.39909416,0.051514864,-1,0.0,noise
grandparents over,social_connection,0.46430975,0.4135666,0.050743163,-1,0.0,noise
emotional stress,stress_emotional,0.72173953,0.40974462,0.3119949,-1,0.0,noise
emotional stresses,stress_emotional,0.6829426,0.3726595,0.31028312,-1,0.0,noise
emotionally distressed,stress_emotional,0.7051083,0.41638187,0.28872642,-1,0.0,noise
emotional stress general,stress_emotional,0.6363576,0.35988823,0.27646938,-1,0.0,noise
emotional distress,stress_emotional,0.7095617,0.4335212,0.2760405,-1,0.0,noise
severe emotional stress,stress_emotional,0.6348618,0.37654105,0.25832078,-1,0.0,noise
distress,stress_emotional,0.69478667,0.44166917,0.2531175,-1,0.0,noise
cried - stress/frustration/panic,stress_emotional,0.62350494,0.37424242,0.24926251,-1,0.0,noise
Stress,stress_emotional,0.7777679,0.5346654,0.24310249,-1,0.0,noise
stress 3,stress_emotional,0.7231412,0.4879715,0.23516968,-1,0.0,noise
emotional upset ,stress_emotional,0.768552,0.53424764,0.23430437,-1,0.0,noise
stress - argument,stress_emotional,0.5962477,0.36619735,0.23005033,-1,0.0,noise
high stress/emotion,stress_emotional,0.636799,0.41016585,0.22663313,-1,0.0,noise
Stress: 1,stress_emotional,0.70440805,0.47856677,0.22584128,-1,0.0,noise
Stress 2,stress_emotional,0.7078621,0.48376322,0.22409886,-1,0.0,noise
emotional,stress_emotional,0.7118199,0.48831898,0.2235009,-1,0.0,noise
upset emotions,stress_emotional,0.7444804,0.52118886,0.22329152,-1,0.0,noise
angry and depressed,stress_emotional,0.7393544,0.51628643,0.22306794,-1,0.0,noise
stressed and cried,stress_emotional,0.7172576,0.49666572,0.2205919,-1,0.0,noise
grief,stress_emotional,0.64338064,0.42465317,0.21872747,-1,0.0,noise
upset n emotional,stress_emotional,0.67254066,0.45459807,0.2179426,-1,0.0,noise
distressed,stress_emotional,0.64090955,0.42335904,0.21755052,-1,0.0,noise
get angry,stress_emotional,0.5820855,0.36543757,0.21664792,-1,0.0,noise
Personal stress ,stress_emotional,0.7066938,0.49056768,0.21612614,-1,0.0,noise
crying about everything,stress_emotional,0.62600994,0.4104821,0.21552783,-1,0.0,noise
stress trigger - poor communication,stress_emotional,0.4884734,0.27365786,0.21481553,-1,0.0,noise
cry,stress_emotional,0.67714787,0.4634922,0.21365565,-1,0.0,noise
cannot stop crying,stress_emotional,0.5365713,0.32476282,0.2118085,-1,0.0,noise
emotional breakdown,stress_emotional,0.62981254,0.4187554,0.21105713,-1,0.0,noise
legal stress,stress_emotional,0.53697443,0.32830805,0.20866638,-1,0.0,noise
future stresses ,stress_emotional,0.5279043,0.3203579,0.20754638,-1,0.0,noise
stress 8,stress_emotional,0.6779239,0.470459,0.2074649,-1,0.0,noise
extreme stress,stress_emotional,0.6208404,0.413733,0.20710737,-1,0.0,noise
emotional grumpy,stress_emotional,0.65473664,0.4509787,0.20375794,-1,0.0,noise
sadness triggers,stress_emotional,0.54548705,0.34214574,0.2033413,-1,0.0,noise
BIG STRESS,stress_emotional,0.7018805,0.49860173,0.20327878,-1,0.0,noise
election stress,stress_emotional,0.5389601,0.3359235,0.2030366,-1,0.0,noise
financial stress,stress_emotional,0.5606592,0.3587346,0.20192462,-1,0.0,noise
emotional me,stress_emotional,0.635186,0.43356878,0.20161724,-1,0.0,noise
anixety frustrated crying moment,stress_emotional,0.61566556,0.41463163,0.20103392,-1,0.0,noise
crying due to anxiety and stress,stress_emotional,0.5130757,0.3122226,0.20085311,-1,0.0,noise
stress - kid,stress_emotional,0.6660793,0.46686453,0.19921476,-1,0.0,noise
frustration,stress_emotional,0.7158916,0.5179831,0.19790852,-1,0.0,noise
life stress,stress_emotional,0.60533154,0.40806028,0.19727126,-1,0.0,noise
Upset,stress_emotional,0.6656816,0.4689967,0.1966849,-1,0.0,noise
upset with self,stress_emotional,0.6564754,0.45979464,0.19668078,-1,0.0,noise
stress event,stress_emotional,0.611197,0.4146406,0.19655639,-1,0.0,noise
stress situation,stress_emotional,0.7126581,0.51673466,0.19592345,-1,0.0,noise
triggered and cried,stress_emotional,0.5336341,0.33808142,0.1955527,-1,0.0,noise
stressed,stress_emotional,0.74872,0.5531726,0.1955474,-1,0.0,noise
Trying to ignore grief,stress_emotional,0.47020853,0.2751047,0.19510382,-1,0.0,noise
Anger & crying about two things,stress_emotional,0.6110561,0.41665626,0.19439983,-1,0.0,noise
crying,stress_emotional,0.7154805,0.52137876,0.19410175,-1,0.0,noise
crisis,stress_emotional,0.6798624,0.4863968,0.19346559,-1,0.0,noise
stressed 2,stress_emotional,0.68523574,0.49295223,0.19228351,-1,0.0,noise
despair,stress_emotional,0.61317575,0.42091125,0.1922645,-1,0.0,noise
political stress,stress_emotional,0.6004121,0.40836757,0.1920445,-1,0.0,noise
can't stop crying,stress_emotional,0.5068197,0.31493413,0.19188559,-1,0.0,noise
upset and searching,stress_emotional,0.5891874,0.39776063,0.19142675,-1,0.0,noise
angry,stress_emotional,0.7142459,0.52318525,0.19106066,-1,0.0,noise
sobbing,stress_emotional,0.6800246,0.48926443,0.1907602,-1,0.0,noise
situational stress,stress_emotional,0.65765023,0.4673398,0.19031042,-1,0.0,noise
Stress: 3,stress_emotional,0.7105843,0.5209135,0.1896708,-1,0.0,noise
stressed a bit,stress_emotional,0.7062515,0.5167034,0.18954808,-1,0.0,noise
stressing about everything for some reason,stress_emotional,0.6042427,0.41482386,0.18941882,-1,0.0,noise
stressful,stress_emotional,0.76485467,0.57586324,0.18899143,-1,0.0,noise
Stress: 2,stress_emotional,0.7074425,0.5186108,0.18883175,-1,0.0,noise
constant urge to cry,stress_emotional,0.5337156,0.3449513,0.1887643,-1,0.0,noise
picked up stress,stress_emotional,0.65816927,0.46948057,0.1886887,-1,0.0,noise
upset a lot,stress_emotional,0.5784105,0.38995308,0.18845743,-1,0.0,noise
emotional turmoil,stress_emotional,0.6632925,0.47671157,0.18658096,-1,0.0,noise
future stress,stress_emotional,0.6009066,0.41438448,0.18652213,-1,0.0,noise
home stress,stress_emotional,0.6127964,0.42663443,0.186162,-1,0.0,noise
"stressed, joey",stress_emotional,0.6323278,0.44659305,0.18573475,-1,0.0,noise
Argument stress,stress_emotional,0.57536095,0.3898148,0.18554616,-1,0.0,noise
moody/sad,stress_emotional,0.60064894,0.4156854,0.18496355,-1,0.0,noise
Crying for no reason,stress_emotional,0.5327625,0.34801245,0.18475008,-1,0.0,noise
grieving,stress_emotional,0.62393963,0.4393189,0.18462074,-1,0.0,noise
having a cry,stress_emotional,0.6430718,0.45962238,0.18344939,-1,0.0,noise
emotionally tense,stress_emotional,0.5948755,0.41275585,0.18211967,-1,0.0,noise
stressing,stress_emotional,0.7346985,0.5526322,0.18206626,-1,0.0,noise
situational sadness,stress_emotional,0.626651,0.44512352,0.18152747,-1,0.0,noise
frustrated,stress_emotional,0.7147986,0.5334108,0.18138784,-1,0.0,noise
fearful,stress_emotional,0.5956613,0.41497797,0.18068331,-1,0.0,noise
Anger,stress_emotional,0.69093615,0.5107128,0.18022335,-1,0.0,noise
Gros Stress,stress_emotional,0.5580207,0.3779968,0.18002391,-1,0.0,noise
bit stressful,stress_emotional,0.6674696,0.48829895,0.17917067,-1,0.0,noise
stressed myself out,stress_emotional,0.6786766,0.5006013,0.17807531,-1,0.0,noise
stressed about dad,stress_emotional,0.4579798,0.280437,0.1775428,-1,0.0,noise
low stress,stress_emotional,0.6433618,0.4662447,0.17711711,-1,0.0,noise
stressful situation,stress_emotional,0.7304578,0.55437183,0.17608595,-1,0.0,noise
angry with everything,stress_emotional,0.6030748,0.4273244,0.17575037,-1,0.0,noise
Situational stresses,stress_emotional,0.57764626,0.4019124,0.17573386,-1,0.0,noise
Misery,stress_emotional,0.6286025,0.45290154,0.17570096,-1,0.0,noise
emotional rollercoaster,stress_emotional,0.5363227,0.360893,0.1754297,-1,0.0,noise
emotional outburst,stress_emotional,0.707627,0.5322808,0.1753462,-1,0.0,noise
Very emotional,stress_emotional,0.5998941,0.42530435,0.17458975,-1,0.0,noise
Werk stress,stress_emotional,0.6129669,0.43848217,0.17448473,-1,0.0,noise
more grief ,stress_emotional,0.5867325,0.41246343,0.17426908,-1,0.0,noise
stressful incident,stress_emotional,0.6417855,0.46770424,0.17408127,-1,0.0,noise
added a bit of stress to say the least,stress_emotional,0.5362215,0.36247528,0.17374623,-1,0.0,noise
cries easily,stress_emotional,0.5437161,0.37001342,0.17370266,-1,0.0,noise
want to cry ,stress_emotional,0.5508044,0.37767464,0.17312974,-1,0.0,noise
money stress,stress_emotional,0.5329876,0.35991156,0.17307603,-1,0.0,noise
Angry breakup,stress_emotional,0.56586194,0.39283836,0.17302358,-1,0.0,noise
confrontation,stress_emotional,0.56765753,0.39550352,0.17215401,-1,0.0,noise
moody and angry easily,stress_emotional,0.5194522,0.34753323,0.17191899,-1,0.0,noise
coming down from stress,stress_emotional,0.64860755,0.47669038,0.17191717,-1,0.0,noise
sadness,stress_emotional,0.6555762,0.48491868,0.17065755,-1,0.0,noise
house stress,stress_emotional,0.55175376,0.3813296,0.17042416,-1,0.0,noise
interpersonal stress,stress_emotional,0.6096574,0.43945426,0.17020315,-1,0.0,noise
high depression ,stress_emotional,0.58257776,0.41238838,0.17018938,-1,0.0,noise
#StressInduced,stress_emotional,0.68396574,0.51388913,0.17007661,-1,0.0,noise
Mum stress ,stress_emotional,0.56774217,0.39769572,0.17004645,-1,0.0,noise
college stress,stress_emotional,0.5400591,0.3703404,0.16971868,-1,0.0,noise
emotional overload,stress_emotional,0.5808501,0.4111808,0.16966933,-1,0.0,noise
tension,stress_emotional,0.64753586,0.4780929,0.16944295,-1,0.0,noise
depressed,stress_emotional,0.72902477,0.55975807,0.1692667,-1,0.0,noise
Stressful discussion,stress_emotional,0.62838256,0.4596815,0.16870105,-1,0.0,noise
Distraught ,stress_emotional,0.69056237,0.52192914,0.16863322,-1,0.0,noise
Emotional arousal,stress_emotional,0.56665117,0.3980474,0.16860378,-1,0.0,noise
easily stressed,stress_emotional,0.6643185,0.49594367,0.16837484,-1,0.0,noise
negative mood,stress_emotional,0.58854663,0.42017186,0.16837478,-1,0.0,noise
can't cope,stress_emotional,0.56838024,0.40084687,0.16753337,-1,0.0,noise
crying fits,stress_emotional,0.52918875,0.36169147,0.16749728,-1,0.0,noise
"angry, cried",stress_emotional,0.6274048,0.45997572,0.16742909,-1,0.0,noise
gi distress,stress_emotional,0.5050869,0.3379298,0.16715711,-1,0.0,noise
pet stress,stress_emotional,0.5260385,0.3589408,0.16709772,-1,0.0,noise
very frustrated,stress_emotional,0.61742544,0.45040196,0.16702348,-1,0.0,noise
others stressing,stress_emotional,0.6137921,0.44748294,0.16630918,-1,0.0,noise
angry with husband,stress_emotional,0.5486746,0.38287735,0.16579723,-1,0.0,noise
Hopelessness,stress_emotional,0.6274953,0.46181428,0.165681,-1,0.0,noise
organisational stress,stress_emotional,0.529809,0.36424187,0.16556713,-1,0.0,noise
low frustration threshold,stress_emotional,0.4946052,0.32932878,0.16527644,-1,0.0,noise
really upset,stress_emotional,0.5500713,0.38504833,0.16502297,-1,0.0,noise
tired of the emotional drama,stress_emotional,0.47123158,0.30641186,0.16481972,-1,0.0,noise
overwhelming sadness,stress_emotional,0.6269494,0.46217373,0.1647757,-1,0.0,noise
resentment,stress_emotional,0.61494327,0.4502778,0.16466546,-1,0.0,noise
depression,stress_emotional,0.69658005,0.5319529,0.16462713,-1,0.0,noise
husband stressed,stress_emotional,0.5259009,0.36127615,0.16462475,-1,0.0,noise
angry at myself,stress_emotional,0.5748123,0.41036326,0.16444904,-1,0.0,noise
angry at husband,stress_emotional,0.5293956,0.36507383,0.16432175,-1,0.0,noise
christmas stress,stress_emotional,0.53629583,0.37205446,0.16424137,-1,0.0,noise
slightly relation stress,stress_emotional,0.51861453,0.35439017,0.16422436,-1,0.0,noise
hopeless,stress_emotional,0.5994469,0.4354434,0.16400349,-1,0.0,noise
Feeling Stressed,stress_emotional,0.70565116,0.5416733,0.16397786,-1,0.0,noise
john stress,stress_emotional,0.6053376,0.44172442,0.1636132,-1,0.0,noise
coping well,stress_emotional,0.59144247,0.4278867,0.16355577,-1,0.0,noise
expressed anger,stress_emotional,0.5960388,0.43253073,0.16350809,-1,0.0,noise
crying fit,stress_emotional,0.52722335,0.3639443,0.16327906,-1,0.0,noise
rage,stress_emotional,0.6327569,0.47008064,0.16267624,-1,0.0,noise
mom stressed me,stress_emotional,0.55777264,0.39515248,0.16262016,-1,0.0,noise
cried twice,stress_emotional,0.5247538,0.3622889,0.16246492,-1,0.0,noise
really frustrated,stress_emotional,0.6108912,0.4486256,0.16226563,-1,0.0,noise
stressful phone call,stress_emotional,0.49885058,0.33689916,0.16195142,-1,0.0,noise
stressed a little by David’s depressive phase,stress_emotional,0.48748466,0.32590705,0.16157761,-1,0.0,noise
mom stressed,stress_emotional,0.5745785,0.41321254,0.16136599,-1,0.0,noise
bad depression,stress_emotional,0.6031322,0.44204637,0.16108581,-1,0.0,noise
Stressed - pressure,stress_emotional,0.4748602,0.3137839,0.16107628,-1,0.0,noise
Agitated,stress_emotional,0.7066746,0.5461446,0.16052997,-1,0.0,noise
Anger at others,stress_emotional,0.5113555,0.3512146,0.16014093,-1,0.0,noise
Election depression,stress_emotional,0.5208189,0.36078387,0.16003501,-1,0.0,noise
sad,stress_emotional,0.4976778,0.33799657,0.15968123,-1,0.0,noise
emotional mess,stress_emotional,0.6300746,0.47044772,0.1596269,-1,0.0,noise
stress w David,stress_emotional,0.6237855,0.4642112,0.1595743,-1,0.0,noise
fear,stress_emotional,0.5699755,0.4106843,0.15929121,-1,0.0,noise
high stress,stress_emotional,0.64555156,0.48651546,0.1590361,-1,0.0,noise
little stressed,stress_emotional,0.71065164,0.5517575,0.15889412,-1,0.0,noise
little family stress,stress_emotional,0.578966,0.42029345,0.15867257,-1,0.0,noise
emotionally stable,stress_emotional,0.57279015,0.41416946,0.15862069,-1,0.0,noise
extra emotional,stress_emotional,0.57934177,0.42129296,0.15804881,-1,0.0,noise
bit stressed,stress_emotional,0.6357347,0.47774053,0.15799415,-1,0.0,noise
beyond stressed,stress_emotional,0.6688995,0.51106775,0.15783173,-1,0.0,noise
really stressed,stress_emotional,0.71630526,0.55883324,0.15747201,-1,0.0,noise
extremely emotional,stress_emotional,0.66415596,0.50704443,0.15711153,-1,0.0,noise
mc stress,stress_emotional,0.56902516,0.41212028,0.15690488,-1,0.0,noise
stress over money,stress_emotional,0.4713689,0.31449002,0.15687889,-1,0.0,noise
got stressed,stress_emotional,0.73879087,0.5821607,0.15663016,-1,0.0,noise
stress bc Norman,stress_emotional,0.57659626,0.42029816,0.1562981,-1,0.0,noise
emotional trigger at work,stress_emotional,0.45353246,0.29724944,0.15628302,-1,0.0,noise
feeling hopeless,stress_emotional,0.60971844,0.45352435,0.15619409,-1,0.0,noise
super stressed,stress_emotional,0.6151951,0.45975262,0.15544248,-1,0.0,noise
just stress on more stress,stress_emotional,0.5587945,0.4034263,0.15536821,-1,0.0,noise
sad life,stress_emotional,0.5488944,0.3936239,0.15527052,-1,0.0,noise
depressed bout,stress_emotional,0.6341119,0.47903493,0.15507695,-1,0.0,noise
upset x 2,stress_emotional,0.47857946,0.32405558,0.15452388,-1,0.0,noise
inlaw stress,stress_emotional,0.51290375,0.35841513,0.15448862,-1,0.0,noise
minimal stress,stress_emotional,0.5587313,0.40444285,0.15428847,-1,0.0,noise
sad mood,stress_emotional,0.645268,0.49130547,0.15396255,-1,0.0,noise
happy tears,stress_emotional,0.5088521,0.3549439,0.15390822,-1,0.0,noise
emotionally poor,stress_emotional,0.57327807,0.41974998,0.1535281,-1,0.0,noise
extreme anger,stress_emotional,0.6193053,0.46587843,0.15342689,-1,0.0,noise
wife stressed,stress_emotional,0.5330349,0.3797902,0.15324473,-1,0.0,noise
unhappy,stress_emotional,0.681303,0.5289054,0.15239763,-1,0.0,noise
A little stressed,stress_emotional,0.73007834,0.57785916,0.15221918,-1,0.0,noise
Combo happy-frustrated-worried,stress_emotional,0.49991643,0.34784275,0.15207368,-1,0.0,noise
Election anxiety,stress_emotional,0.45986193,0.30852455,0.15133739,-1,0.0,noise
very upset,stress_emotional,0.5601183,0.4089572,0.1511611,-1,0.0,noise
#stresstest,stress_emotional,0.5495991,0.39873278,0.15086633,-1,0.0,noise
mood issues,stress_emotional,0.6160596,0.4653133,0.15074632,-1,0.0,noise
anger issues,stress_emotional,0.6232355,0.4736668,0.14956874,-1,0.0,noise
relationship stress,stress_emotional,0.5668546,0.41757798,0.14927661,-1,0.0,noise
ustable emotions,stress_emotional,0.5048873,0.35585135,0.14903593,-1,0.0,noise
Frustrating,stress_emotional,0.57821023,0.42959988,0.14861035,-1,0.0,noise
emotionally overate,stress_emotional,0.5689445,0.42044878,0.14849573,-1,0.0,noise
mourning,stress_emotional,0.6400756,0.49174076,0.14833486,-1,0.0,noise
tears,stress_emotional,0.65043616,0.50235236,0.1480838,-1,0.0,noise
crushing guilt,stress_emotional,0.55624163,0.40857828,0.14766335,-1,0.0,noise
emotional abuse,stress_emotional,0.6018629,0.45483345,0.14702946,-1,0.0,noise
emotionless,stress_emotional,0.6098194,0.46280313,0.14701629,-1,0.0,noise
coped well i guess,stress_emotional,0.45021832,0.30327332,0.146945,-1,0.0,noise
stupid emotion stuff,stress_emotional,0.53496444,0.38842762,0.14653683,-1,0.0,noise
screaming mad,stress_emotional,0.5541365,0.40764442,0.1464921,-1,0.0,noise
feel frustrated,stress_emotional,0.6771005,0.5309839,0.14611655,-1,0.0,noise
publication stress,stress_emotional,0.4548781,0.3087753,0.14610279,-1,0.0,noise
finanicial stress,stress_emotional,0.5036198,0.35786545,0.14575434,-1,0.0,noise
sad news/stressful events,stress_emotional,0.5164946,0.37132877,0.1451658,-1,0.0,noise
cried,stress_emotional,0.5678221,0.42276198,0.14506012,-1,0.0,noise
minor stress ,stress_emotional,0.6469126,0.5021518,0.14476079,-1,0.0,noise
feeling depressed,stress_emotional,0.65549624,0.51124096,0.14425528,-1,0.0,noise
less stress,stress_emotional,0.6122196,0.468309,0.14391059,-1,0.0,noise
Moderate stress,stress_emotional,0.5905405,0.44664836,0.14389217,-1,0.0,noise
stressful news,stress_emotional,0.5988791,0.45503265,0.14384645,-1,0.0,noise
so sad,stress_emotional,0.45814466,0.3143925,0.14375216,-1,0.0,noise
stress maybe getting a job,stress_emotional,0.58498794,0.4412377,0.14375025,-1,0.0,noise
mood switch after resolving stressful unsure,stress_emotional,0.46835536,0.32480532,0.14355004,-1,0.0,noise
very stressed,stress_emotional,0.704432,0.56128466,0.14314735,-1,0.0,noise
Over emotional,stress_emotional,0.6056781,0.46257442,0.14310366,-1,0.0,noise
Interpersonal stress at work,stress_emotional,0.4766,0.33371285,0.14288715,-1,0.0,noise
Incredibly stressed,stress_emotional,0.72283137,0.5800669,0.14276445,-1,0.0,noise
deppressed,stress_emotional,0.6442883,0.5015952,0.1426931,-1,0.0,noise
extremely stressed,stress_emotional,0.6609043,0.5182247,0.14267957,-1,0.0,noise
Upset bout boys,stress_emotional,0.46224844,0.31979537,0.14245307,-1,0.0,noise
anxiety over christmas,stress_emotional,0.4800793,0.33798352,0.14209577,-1,0.0,noise
stressed out,stress_emotional,0.70910585,0.56718767,0.14191818,-1,0.0,noise
Got upset,stress_emotional,0.5195416,0.37787592,0.1416657,-1,0.0,noise
emotional control,stress_emotional,0.5760272,0.4345026,0.14152461,-1,0.0,noise
Atypical Depression,stress_emotional,0.5832031,0.4417187,0.14148438,-1,0.0,noise
Less depressed- still anxious,stress_emotional,0.5553076,0.41423023,0.1410774,-1,0.0,noise
upsetting event ,stress_emotional,0.48903275,0.34804252,0.14099023,-1,0.0,noise
lots of emotion,stress_emotional,0.59320366,0.45228124,0.14092243,-1,0.0,noise
physical stress,stress_emotional,0.58611876,0.44593573,0.14018303,-1,0.0,noise
crisis mode,stress_emotional,0.5475845,0.40750644,0.14007804,-1,0.0,noise
family stress,stress_emotional,0.5901282,0.45068252,0.13944566,-1,0.0,noise
gi upset,stress_emotional,0.49785984,0.35842294,0.1394369,-1,0.0,noise
Moodswings,stress_emotional,0.5899464,0.4512931,0.13865328,-1,0.0,noise
stressful phone calls,stress_emotional,0.468917,0.33030513,0.13861188,-1,0.0,noise
pressured,stress_emotional,0.52231586,0.3837104,0.13860545,-1,0.0,noise
robbie stressful,stress_emotional,0.53997487,0.40141386,0.13856101,-1,0.0,noise
kinda stressed,stress_emotional,0.6827075,0.54423285,0.13847464,-1,0.0,noise
high emotions,stress_emotional,0.64364696,0.50520366,0.13844329,-1,0.0,noise
absence of emotions,stress_emotional,0.48584124,0.34742808,0.13841316,-1,0.0,noise
grumpy & sad.,stress_emotional,0.52903736,0.39076716,0.1382702,-1,0.0,noise
Feeling pressured,stress_emotional,0.5810235,0.44281018,0.13821334,-1,0.0,noise
not stressed,stress_emotional,0.6391572,0.50101215,0.13814503,-1,0.0,noise
crying non stop,stress_emotional,0.50148946,0.36373425,0.13775522,-1,0.0,noise
Anxious,stress_emotional,0.7215605,0.5838866,0.13767385,-1,0.0,noise
sad and depressed,stress_emotional,0.6451278,0.50763476,0.13749301,-1,0.0,noise
lots of emotions,stress_emotional,0.5939319,0.45682126,0.13711065,-1,0.0,noise
emotional progress,stress_emotional,0.5741229,0.43718797,0.13693494,-1,0.0,noise
stressful conversation,stress_emotional,0.60506475,0.4682172,0.13684756,-1,0.0,noise
manic-depressive meltdown,stress_emotional,0.49240693,0.3556546,0.13675234,-1,0.0,noise
so hopeless,stress_emotional,0.5094656,0.37274343,0.13672215,-1,0.0,noise
felt depressed ,stress_emotional,0.6528605,0.51618063,0.13667989,-1,0.0,noise
Ty stress,stress_emotional,0.65343344,0.5167649,0.13666856,-1,0.0,noise
joyful tears,stress_emotional,0.54363227,0.4070422,0.13659006,-1,0.0,noise
angry with Alex ,stress_emotional,0.47876233,0.34223214,0.13653019,-1,0.0,noise
got frustrated,stress_emotional,0.56633145,0.42983103,0.13650042,-1,0.0,noise
stressed and working very hard,stress_emotional,0.5781554,0.44172752,0.13642788,-1,0.0,noise
emotional instability,stress_emotional,0.5734842,0.437279,0.1362052,-1,0.0,noise
"hopeless, desperate re ME thoughts of harm",stress_emotional,0.47916183,0.34306276,0.13609907,-1,0.0,noise
marital stress,stress_emotional,0.5636612,0.42767566,0.13598555,-1,0.0,noise
neighbour stress,stress_emotional,0.4871301,0.35124135,0.13588876,-1,0.0,noise
Still Stressed,stress_emotional,0.66811216,0.53226286,0.1358493,-1,0.0,noise
relationship anxiety,stress_emotional,0.47957963,0.34398687,0.13559276,-1,0.0,noise
interacted w/ stressor,stress_emotional,0.46123177,0.3257381,0.13549367,-1,0.0,noise
Stressful because they were full and no room for me so Kaitlyn felt bad,stress_emotional,0.4842427,0.3493384,0.1349043,-1,0.0,noise
faced difficult situation ,stress_emotional,0.55386627,0.41973233,0.13413393,-1,0.0,noise
scared,stress_emotional,0.59018177,0.45620772,0.13397405,-1,0.0,noise
Happier,stress_emotional,0.5618168,0.42819318,0.13362363,-1,0.0,noise
so much crying,stress_emotional,0.5527213,0.41973448,0.13298684,-1,0.0,noise
medium stress,stress_emotional,0.5543203,0.4214297,0.13289058,-1,0.0,noise
fear of failure,stress_emotional,0.47519135,0.34237772,0.13281363,-1,0.0,noise
mood,stress_emotional,0.6640445,0.53145325,0.13259125,-1,0.0,noise
unusual stress meeting,stress_emotional,0.547179,0.41464305,0.13253593,-1,0.0,noise
emotional talk,stress_emotional,0.5982551,0.4663847,0.13187039,-1,0.0,noise
very stressfull,stress_emotional,0.6157751,0.4842149,0.1315602,-1,0.0,noise
"""family"" upset",stress_emotional,0.5689252,0.43747553,0.13144967,-1,0.0,noise
Stressed out spouse,stress_emotional,0.47905105,0.34767723,0.13137382,-1,0.0,noise
School anxiety,stress_emotional,0.50068945,0.3693253,0.13136414,-1,0.0,noise
angry as fuck,stress_emotional,0.52181566,0.390458,0.13135767,-1,0.0,noise
suicidal crisis,stress_emotional,0.5651418,0.4338495,0.13129228,-1,0.0,noise
heartbreak,stress_emotional,0.60035086,0.46972752,0.13062334,-1,0.0,noise
upset in am,stress_emotional,0.5287513,0.39817026,0.13058105,-1,0.0,noise
depressed mood,stress_emotional,0.6256205,0.49518746,0.13043302,-1,0.0,noise
stress streit weohnachtsmarkt,stress_emotional,0.49076796,0.36033762,0.13043034,-1,0.0,noise
afraid,stress_emotional,0.5491742,0.41876283,0.13041136,-1,0.0,noise
personal stress yesterday,stress_emotional,0.6030557,0.47266707,0.13038865,-1,0.0,noise
Exam stress,stress_emotional,0.53154576,0.40129733,0.13024843,-1,0.0,noise
stressful AM,stress_emotional,0.6187031,0.48869288,0.13001025,-1,0.0,noise
karen stress,stress_emotional,0.54313135,0.4136817,0.12944967,-1,0.0,noise
Less stressed,stress_emotional,0.625728,0.4964398,0.1292882,-1,0.0,noise
self pity,stress_emotional,0.55842483,0.4291861,0.12923872,-1,0.0,noise
feeling helpless,stress_emotional,0.66214526,0.5329261,0.12921917,-1,0.0,noise
good coping,stress_emotional,0.5625969,0.43402487,0.12857205,-1,0.0,noise
not coping today,stress_emotional,0.5183292,0.38993153,0.12839767,-1,0.0,noise
melancholy,stress_emotional,0.63706154,0.5090019,0.12805963,-1,0.0,noise
church stress ,stress_emotional,0.5225015,0.3944446,0.12805691,-1,0.0,noise
suicidal feelings,stress_emotional,0.57912004,0.4510861,0.12803394,-1,0.0,noise
super depressed,stress_emotional,0.6185399,0.4905981,0.12794182,-1,0.0,noise
Angry/Frustrating Day,stress_emotional,0.5661064,0.43848062,0.12762576,-1,0.0,noise
emotional flashbacks,stress_emotional,0.5790618,0.45184243,0.12721938,-1,0.0,noise
stressed am,stress_emotional,0.60636413,0.47960478,0.12675935,-1,0.0,noise
Struggle,stress_emotional,0.644246,0.5179178,0.12632817,-1,0.0,noise
